tick,avg_hydrolytic_resistance,pct_blocks_in_assemblies
14300,0.537735,0.00
14400,0.525140,0.00
14500,0.526544,0.00
14600,0.519292,0.00
14700,0.525667,0.00
14800,0.536013,0.00
14900,0.562027,0.00
15000,0.519757,0.00
15100,0.519585,0.00
15200,0.524446,0.00
15300,0.518239,0.00
15400,0.520449,0.00
15500,0.538015,0.00
15600,0.528696,0.00
15700,0.520884,0.00
15800,0.531510,0.00
15900,0.513848,0.00
16000,0.522720,0.00
16100,0.531312,0.00
16200,0.515227,0.00
16300,0.525713,0.00
16400,0.539775,0.00
16500,0.531645,0.00
16600,0.519725,0.00
16700,0.535654,0.00
16800,0.533294,0.00
16900,0.541531,0.00
17000,0.543779,0.00
17100,0.534677,0.00
17200,0.535777,0.00
17300,0.536905,0.00
17400,0.531194,0.00
17500,0.532104,0.00
17600,0.541365,0.00
17700,0.524012,0.00
17800,0.532991,0.00
17900,0.537486,0.00
18000,0.524519,0.00
18100,0.513641,0.00
18200,0.528641,0.00
18300,0.512153,0.00
18400,0.518095,0.00
18500,0.529827,0.00
18600,0.523410,0.00
18700,0.510108,0.00
18800,0.530355,0.00
18900,0.520337,0.00
19000,0.532657,0.00
19100,0.530245,0.00
19200,0.522388,0.00
19300,0.540190,0.00
19400,0.529348,0.00
19500,0.525713,0.00
19600,0.528738,0.00
19700,0.527628,0.00
19800,0.528885,0.00
19900,0.516365,0.00
20000,0.530379,0.00
20100,0.511566,0.00
20200,0.525243,0.00
20300,0.519004,0.00
20400,0.512695,0.00
20500,0.524076,0.00
20600,0.530313,0.00
20700,0.526654,0.00
20800,0.529737,0.00
20900,0.533313,0.00
21000,0.529077,0.00
21100,0.523161,0.00
21200,0.550139,0.00
21300,0.535408,0.00
21400,0.545098,0.00
21500,0.547221,0.00
21600,0.538702,0.00
21700,0.550159,0.00
21800,0.561537,0.00
21900,0.521444,0.00
22000,0.525451,0.00
22100,0.549373,0.00
22200,0.539227,0.00
22300,0.546488,0.00
22400,0.530709,0.00
22500,0.523349,0.00
22600,0.518448,0.00
22700,0.535407,0.00
22800,0.529073,0.00
22900,0.502081,0.00
23000,0.525439,0.00
23100,0.531737,0.00
23200,0.523307,0.00
23300,0.544295,0.00
23400,0.521216,0.00
23500,0.537795,0.00
23600,0.552140,0.00
23700,0.539192,0.00
23800,0.547357,0.00
23900,0.543220,0.00
24000,0.535906,0.00
24100,0.539184,0.00
24200,0.549452,0.00
24300,0.545626,0.00
24400,0.550935,0.00
24500,0.547972,0.00
24600,0.539902,0.00
24700,0.530741,0.00
24800,0.542868,0.00
24900,0.534281,0.00
25000,0.526791,0.00
25100,0.541173,0.00
25200,0.541614,0.00
25300,0.531094,0.00
25400,0.555373,0.00
25500,0.525131,0.00
25600,0.550710,0.00
25700,0.542415,0.00
25800,0.513701,0.00
25900,0.538198,0.00
26000,0.539709,0.00
26100,0.518452,0.00
26200,0.533736,0.00
26300,0.545947,0.00
26400,0.519567,0.00
26500,0.519135,0.00
26600,0.527560,0.00
26700,0.521927,0.00
26800,0.519311,0.00
26900,0.540514,0.00
27000,0.533589,0.00
27100,0.528627,0.00
27200,0.554707,0.00
27300,0.515469,0.00
27400,0.530737,0.00
27500,0.552252,0.00
27600,0.544158,0.00
27700,0.558915,0.00
27800,0.546712,0.00
27900,0.534653,0.00
28000,0.532432,0.00
28100,0.511503,0.00
28200,0.522237,0.00
28300,0.531347,0.00
28400,0.541358,0.00
28500,0.539072,0.00
28600,0.524460,0.00
28700,0.535245,0.00
28800,0.529354,0.00
28900,0.527104,0.00
29000,0.528164,0.00
29100,0.520459,0.00
29200,0.522743,0.00
29300,0.527278,0.00
29400,0.532602,0.00
29500,0.529803,0.00
29600,0.534153,0.00
29700,0.519894,0.00
29800,0.531615,0.00
29900,0.536920,0.00
30000,0.514050,0.00
30100,0.529043,0.00
30200,0.526969,0.00
30300,0.517859,0.00
30400,0.531346,0.00
30500,0.524007,0.00
30600,0.510061,0.00
30700,0.510038,0.00
30800,0.526622,0.00
30900,0.522845,0.00
31000,0.516456,0.00
31100,0.525957,0.00
31200,0.520319,0.00
31300,0.548216,0.00
31400,0.536435,0.00
31500,0.524204,0.00
31600,0.533115,0.00
31700,0.548979,0.00
31800,0.549490,0.00
31900,0.539575,0.00
32000,0.551862,0.00
32100,0.533347,0.00
32200,0.537438,0.00
32300,0.547959,0.00
32400,0.528770,0.00
32500,0.520292,0.00
32600,0.508238,0.00
32700,0.521826,0.00
32800,0.526280,0.00
32900,0.527105,0.00
33000,0.526173,0.00
33100,0.519258,0.00
33200,0.541627,0.00
33300,0.526415,0.00
33400,0.545009,0.00
33500,0.543345,0.00
33600,0.528408,0.00
33700,0.526719,0.00
33800,0.528424,0.00
33900,0.504216,0.00
34000,0.512864,0.00
34100,0.531334,0.00
34200,0.529845,0.00
34300,0.521316,0.00
34400,0.518344,0.00
34500,0.517267,0.00
34600,0.534633,0.00
34700,0.533626,0.00
34800,0.520982,0.00
34900,0.549573,0.00
35000,0.563298,0.00
35100,0.532081,0.00
35200,0.534481,0.00
35300,0.547634,0.00
35400,0.542195,0.00
35500,0.530432,0.00
35600,0.533864,0.00
35700,0.521700,0.00
35800,0.526032,0.00
35900,0.539066,0.00
36000,0.521496,0.00
36100,0.534201,0.00
36200,0.545054,0.00
36300,0.521296,0.00
36400,0.545503,0.00
36500,0.548577,0.00
36600,0.517023,0.00
36700,0.527324,0.00
36800,0.529453,0.00
36900,0.511110,0.00
37000,0.510929,0.00
37100,0.547651,0.00
37200,0.528906,0.00
37300,0.536618,0.00
37400,0.559050,0.00
37500,0.533423,0.00
37600,0.531222,0.00
37700,0.565337,0.00
37800,0.554002,0.00
37900,0.553428,0.00
38000,0.541182,0.00
38100,0.523475,0.00
38200,0.532857,0.00
38300,0.535718,0.00
38400,0.517785,0.00
38500,0.537357,0.00
38600,0.547039,0.00
38700,0.538419,0.00
38800,0.543313,0.00
38900,0.554919,0.00
39000,0.543627,0.00
39100,0.530489,0.00
39200,0.538149,0.00
39300,0.527462,0.00
39400,0.538554,0.00
39500,0.536608,0.00
39600,0.512692,0.00
39700,0.523679,0.00
39800,0.536790,0.00
39900,0.523862,0.00
40000,0.530777,0.00
40100,0.548520,0.00
40200,0.528745,0.00
40300,0.538403,0.00
40400,0.541556,0.00
40500,0.520523,0.00
40600,0.548401,0.00
40700,0.555326,0.00
40800,0.535836,0.00
40900,0.536729,0.00
41000,0.528040,0.00
41100,0.522344,0.00
41200,0.537588,0.00
41300,0.543673,0.00
41400,0.539413,0.00
41500,0.531870,0.00
41600,0.540967,0.00
41700,0.542383,0.00
41800,0.546228,0.00
41900,0.553536,0.00
42000,0.518304,0.00
42100,0.518124,0.00
42200,0.537894,0.00
42300,0.534127,0.00
42400,0.526853,0.00
42500,0.537970,0.00
42600,0.522085,0.00
42700,0.520450,0.00
42800,0.535839,0.00
42900,0.508857,0.00
43000,0.529177,0.00
43100,0.525381,0.00
43200,0.515189,0.00
43300,0.555813,0.00
43400,0.542416,0.00
43500,0.530404,0.00
43600,0.513215,0.00
43700,0.532856,0.00
43800,0.535076,0.00
43900,0.537662,0.00
44000,0.544209,0.00
44100,0.519996,0.00
44200,0.527695,0.00
44300,0.524724,0.00
44400,0.526873,0.00
44500,0.523270,0.00
44600,0.528605,0.00
44700,0.508991,0.00
44800,0.522741,0.00
44900,0.541257,0.00
45000,0.519354,0.00
45100,0.533739,0.00
45200,0.533922,0.00
45300,0.521722,0.00
45400,0.522898,0.00
45500,0.533178,0.00
45600,0.525706,0.00
45700,0.533217,0.00
45800,0.514315,0.00
45900,0.514095,0.00
46000,0.523030,0.00
46100,0.545273,0.00
46200,0.529618,0.00
46300,0.518130,0.00
46400,0.543181,0.00
46500,0.522257,0.00
46600,0.548431,0.00
46700,0.523761,0.00
46800,0.525679,0.00
46900,0.510107,0.00
47000,0.536074,0.00
47100,0.532958,0.00
47200,0.538586,0.00
47300,0.535949,0.00
47400,0.511558,0.00
47500,0.521184,0.00
47600,0.519340,0.00
47700,0.503398,0.00
47800,0.506615,0.00
47900,0.525223,0.00
48000,0.533207,0.00
48100,0.526193,0.00
48200,0.517697,0.00
48300,0.525434,0.00
48400,0.540804,0.00
48500,0.539409,0.00
48600,0.531625,0.00
48700,0.537918,0.00
48800,0.513347,0.00
48900,0.491523,0.00
49000,0.503079,0.00
49100,0.535765,0.00
49200,0.517137,0.00
49300,0.514589,0.00
49400,0.522949,0.00
49500,0.523343,0.00
49600,0.542428,0.00
49700,0.528292,0.00
49800,0.527763,0.00
49900,0.531522,0.00
50000,0.524454,0.00
50100,0.517177,0.00
50200,0.529447,0.00
50300,0.526263,0.00
50400,0.516982,0.00
50500,0.525039,0.00
50600,0.531841,0.00
50700,0.525483,0.00
50800,0.532127,0.00
50900,0.549500,0.00
51000,0.524499,0.00
51100,0.547624,0.00
51200,0.547069,0.00
51300,0.537567,0.00
51400,0.533985,0.00
51500,0.551121,0.00
51600,0.531413,0.00
51700,0.516732,0.00
51800,0.524731,0.00
51900,0.520879,0.00
52000,0.517579,0.00
52100,0.539644,0.00
52200,0.528099,0.00
52300,0.528623,0.00
52400,0.529028,0.00
52500,0.523297,0.00
52600,0.545185,0.00
52700,0.532374,0.00
52800,0.529629,0.00
52900,0.525589,0.00
53000,0.539093,0.00
53100,0.529039,0.00
53200,0.533106,0.00
53300,0.523196,0.00
53400,0.522942,0.00
53500,0.543278,0.00
53600,0.539223,0.00
53700,0.526395,0.00
53800,0.530311,0.00
53900,0.527668,0.00
54000,0.506990,0.00
54100,0.530462,0.00
54200,0.548309,0.00
54300,0.526182,0.00
54400,0.549498,0.00
54500,0.537283,0.00
54600,0.529318,0.00
54700,0.540093,0.00
54800,0.556255,0.00
54900,0.522853,0.00
55000,0.538433,0.00
55100,0.545493,0.00
55200,0.517132,0.00
55300,0.531179,0.00
55400,0.543498,0.00
55500,0.529990,0.00
55600,0.525536,0.00
55700,0.544780,0.00
55800,0.529878,0.00
55900,0.522104,0.00
56000,0.538858,0.00
56100,0.540070,0.00
56200,0.534936,0.00
56300,0.532701,0.00
56400,0.512682,0.00
56500,0.535570,0.00
56600,0.543850,0.00
56700,0.532006,0.00
56800,0.526017,0.00
56900,0.550818,0.00
57000,0.522592,0.00
57100,0.541633,0.00
57200,0.538147,0.00
57300,0.518031,0.00
57400,0.507651,0.00
57500,0.516669,0.00
57600,0.512546,0.00
57700,0.517923,0.00
57800,0.510419,0.00
57900,0.493555,0.00
58000,0.511612,0.00
58100,0.511731,0.00
58200,0.508897,0.00
58300,0.513540,0.00
58400,0.529129,0.00
58500,0.523663,0.00
58600,0.518207,0.00
58700,0.521670,0.00
58800,0.523872,0.00
58900,0.525677,0.00
59000,0.537837,0.00
59100,0.524651,0.00
59200,0.520778,0.00
59300,0.544845,0.00
59400,0.527263,0.00
59500,0.537141,0.00
59600,0.551061,0.00
59700,0.529998,0.00
59800,0.538311,0.00
59900,0.544426,0.00
60000,0.525002,0.00
60100,0.525892,0.00
60200,0.541797,0.00
60300,0.526898,0.00
60400,0.544212,0.00
60500,0.534865,0.00
60600,0.517858,0.00
60700,0.535190,0.00
60800,0.572812,0.00
60900,0.545560,0.00
61000,0.542152,0.00
61100,0.564314,0.00
61200,0.540701,0.00
61300,0.528500,0.00
61400,0.539494,0.00
61500,0.528870,0.00
61600,0.541204,0.00
61700,0.546756,0.00
61800,0.538645,0.00
61900,0.544663,0.00
62000,0.541637,0.00
62100,0.536828,0.00
62200,0.552067,0.00
62300,0.537478,0.00
62400,0.519083,0.00
62500,0.529012,0.00
62600,0.522201,0.00
62700,0.523983,0.00
62800,0.517037,0.00
62900,0.533302,0.00
63000,0.510177,0.00
63100,0.518841,0.00
63200,0.530809,0.00
63300,0.520784,0.00
63400,0.536474,0.00
63500,0.538674,0.00
63600,0.537977,0.00
63700,0.544757,0.00
63800,0.550202,0.00
63900,0.533033,0.00
64000,0.543917,0.00
64100,0.541921,0.00
64200,0.531061,0.00
64300,0.529924,0.00
64400,0.537342,0.00
64500,0.534041,0.00
64600,0.534457,0.00
64700,0.547454,0.00
64800,0.537017,0.00
64900,0.534713,0.00
65000,0.553228,0.00
65100,0.532901,0.00
65200,0.544206,0.00
65300,0.561132,0.00
65400,0.529365,0.00
65500,0.524230,0.00
65600,0.530962,0.00
65700,0.519817,0.00
65800,0.529334,0.00
65900,0.529253,0.00
66000,0.528869,0.00
66100,0.537619,0.00
66200,0.545254,0.00
66300,0.518544,0.00
66400,0.528240,0.00
66500,0.537115,0.00
66600,0.521294,0.00
66700,0.521577,0.00
66800,0.523444,0.00
66900,0.508040,0.00
67000,0.538358,0.00
67100,0.538585,0.00
67200,0.523470,0.00
67300,0.523723,0.00
67400,0.521746,0.00
67500,0.512685,0.00
67600,0.524104,0.00
67700,0.537432,0.00
67800,0.527704,0.00
67900,0.522913,0.00
68000,0.526056,0.00
68100,0.512947,0.00
68200,0.525487,0.00
68300,0.535164,0.00
68400,0.520225,0.00
68500,0.520817,3.94
68600,0.524352,4.78
68700,0.510281,3.85
68800,0.521042,4.12
68900,0.539476,4.41
69000,0.527326,3.83
69100,0.540717,4.12
69200,0.532219,3.97
69300,0.531392,3.52
69400,0.541295,3.07
69500,0.555381,2.27
69600,0.538557,0.00
69700,0.542814,0.00
69800,0.528885,0.00
69900,0.525288,0.00
70000,0.556829,0.00
70100,0.545314,0.00
70200,0.525485,0.00
70300,0.540731,0.00
70400,0.540063,0.00
70500,0.530146,0.00
70600,0.528381,0.00
70700,0.528418,0.00
70800,0.521426,0.00
70900,0.542896,0.00
71000,0.543202,0.00
71100,0.514677,0.00
71200,0.523294,0.00
71300,0.535464,0.00
71400,0.522038,0.00
71500,0.532780,0.00
71600,0.538423,0.00
71700,0.525287,0.00
71800,0.529675,0.00
71900,0.561023,0.00
72000,0.522006,0.00
72100,0.538590,0.00
72200,0.520381,0.00
72300,0.511956,0.00
72400,0.504649,0.00
72500,0.525866,0.00
72600,0.510294,0.00
72700,0.527376,0.00
72800,0.535353,0.00
72900,0.527340,0.00
73000,0.526892,0.00
73100,0.534698,0.00
73200,0.528296,0.00
73300,0.538952,0.00
73400,0.531788,0.00
73500,0.521974,0.00
73600,0.516577,0.00
73700,0.533308,0.00
73800,0.512431,0.00
73900,0.525342,0.00
74000,0.540544,0.00
74100,0.525820,0.00
74200,0.532507,0.00
74300,0.545113,0.00
74400,0.534762,0.00
74500,0.538338,0.00
74600,0.543986,0.00
74700,0.521688,0.00
74800,0.519665,0.00
74900,0.536008,0.00
75000,0.520252,0.00
75100,0.509498,0.00
75200,0.521310,0.00
75300,0.511756,0.00
75400,0.527993,0.00
75500,0.530941,0.00
75600,0.519412,0.00
75700,0.532249,0.00
75800,0.533708,0.00
75900,0.529266,0.00
76000,0.521614,0.00
76100,0.529373,0.00
76200,0.516259,0.00
76300,0.532248,0.00
76400,0.543352,0.00
76500,0.531117,0.00
76600,0.538450,0.00
76700,0.557062,0.00
76800,0.532059,0.00
76900,0.519065,0.00
77000,0.530197,0.00
77100,0.537191,0.00
77200,0.541413,0.00
77300,0.536304,0.00
77400,0.513743,0.00
77500,0.524222,0.00
77600,0.556692,0.00
77700,0.538527,0.00
77800,0.547323,0.00
77900,0.545288,0.00
78000,0.532081,0.00
78100,0.530797,0.00
78200,0.538344,0.00
78300,0.535648,0.00
78400,0.527090,0.00
78500,0.532238,0.00
78600,0.518029,0.00
78700,0.536541,0.00
78800,0.557495,0.00
78900,0.515738,0.00
79000,0.546224,0.00
79100,0.534328,0.00
79200,0.532559,0.00
79300,0.543989,0.00
79400,0.537155,0.00
79500,0.515400,0.00
79600,0.513204,0.00
79700,0.537930,0.00
79800,0.542441,0.00
79900,0.541344,0.00
80000,0.535313,0.00
80100,0.525456,0.00
80200,0.529323,0.00
80300,0.539355,0.00
80400,0.516739,0.00
80500,0.530159,0.00
80600,0.531500,0.00
80700,0.518099,0.00
80800,0.548260,0.00
80900,0.529904,0.00
81000,0.524454,0.00
81100,0.538016,0.00
81200,0.527998,0.00
81300,0.532795,0.00
81400,0.548209,0.00
81500,0.540587,0.00
81600,0.522634,0.00
81700,0.535407,0.00
81800,0.539364,0.00
81900,0.529569,0.00
82000,0.527093,0.00
82100,0.545374,0.00
82200,0.530514,0.00
82300,0.545540,0.00
82400,0.564889,0.00
82500,0.543231,0.00
82600,0.535100,0.00
82700,0.543256,0.00
82800,0.536775,0.00
82900,0.529512,0.00
83000,0.537550,0.00
83100,0.516587,0.00
83200,0.525394,0.00
83300,0.527394,0.00
83400,0.510620,0.00
83500,0.527845,0.00
83600,0.552942,0.00
83700,0.529289,0.00
83800,0.528263,0.00
83900,0.532658,0.00
84000,0.535452,0.00
84100,0.547578,0.00
84200,0.537615,0.00
84300,0.529363,0.00
84400,0.528704,0.00
84500,0.552684,0.00
84600,0.525483,0.00
84700,0.537723,0.00
84800,0.550996,0.00
84900,0.525576,0.00
85000,0.539863,0.00
85100,0.526353,0.00
85200,0.515049,0.00
85300,0.532366,0.00
85400,0.551985,0.00
85500,0.527492,0.00
85600,0.529170,0.00
85700,0.536336,0.00
85800,0.520415,0.00
85900,0.528532,0.00
86000,0.515539,0.00
86100,0.524114,0.00
86200,0.531388,0.00
86300,0.536934,0.00
86400,0.519384,0.00
86500,0.528281,0.00
86600,0.540177,0.00
86700,0.528605,0.00
86800,0.520041,0.00
86900,0.523451,0.00
87000,0.510746,0.00
87100,0.517421,0.00
87200,0.528449,0.00
87300,0.513705,0.00
87400,0.541852,0.00
87500,0.548641,0.00
87600,0.529317,0.00
87700,0.540114,0.00
87800,0.537027,0.00
87900,0.523415,0.00
88000,0.527444,0.00
88100,0.544231,0.00
88200,0.529118,0.00
88300,0.530306,0.00
88400,0.544649,0.00
88500,0.532409,0.00
88600,0.546741,0.00
88700,0.532735,0.00
88800,0.529319,0.00
88900,0.532354,0.00
89000,0.535159,0.00
89100,0.517798,0.00
89200,0.523420,0.00
89300,0.563366,0.00
89400,0.548893,0.00
89500,0.532751,0.00
89600,0.544236,0.00
89700,0.527880,0.00
89800,0.520794,0.00
89900,0.536582,0.00
90000,0.527430,0.00
90100,0.524034,0.00
90200,0.529670,0.00
90300,0.522198,0.00
90400,0.532264,0.00
90500,0.537850,0.00
90600,0.521519,0.00
90700,0.532035,0.00
90800,0.534687,0.00
90900,0.526047,0.00
91000,0.530434,0.00
91100,0.543580,0.00
91200,0.538527,0.00
91300,0.556204,0.00
91400,0.547391,0.00
91500,0.528984,0.00
91600,0.551752,0.00
91700,0.559158,0.00
91800,0.527270,0.00
91900,0.536530,0.00
92000,0.554840,0.00
92100,0.547442,3.80
92200,0.552076,2.40
92300,0.540266,0.00
92400,0.522678,0.00
92500,0.541591,0.00
92600,0.546180,0.00
92700,0.528897,0.00
92800,0.523654,0.00
92900,0.556986,0.00
93000,0.539056,0.00
93100,0.546391,0.00
93200,0.540835,0.00
93300,0.533465,0.00
93400,0.525469,0.00
93500,0.533581,0.00
93600,0.535123,0.00
93700,0.534360,0.00
93800,0.541125,0.00
93900,0.520121,0.00
94000,0.524977,0.00
94100,0.553774,0.00
94200,0.541093,0.00
94300,0.545438,0.00
94400,0.558587,0.00
94500,0.545484,0.00
94600,0.542142,0.00
94700,0.552434,0.00
94800,0.537319,0.00
94900,0.541007,0.00
95000,0.554946,0.00
95100,0.527540,0.00
95200,0.509476,0.00
95300,0.539172,0.00
95400,0.524176,0.00
95500,0.559056,0.00
95600,0.544560,0.00
95700,0.521005,0.00
95800,0.535690,0.00
95900,0.539556,0.00
96000,0.536726,0.00
96100,0.542771,0.00
96200,0.539745,0.00
96300,0.533172,0.00
96400,0.533487,0.00
96500,0.544698,0.00
96600,0.530588,0.00
96700,0.539491,0.00
96800,0.527870,0.00
96900,0.523041,0.00
97000,0.537444,0.00
97100,0.532380,0.00
97200,0.529531,0.00
97300,0.542364,0.00
97400,0.551954,0.00
97500,0.540946,0.00
97600,0.531164,0.00
97700,0.530627,0.00
97800,0.531160,0.00
97900,0.530051,0.00
98000,0.529838,0.00
98100,0.522151,0.00
98200,0.537819,0.00
98300,0.544149,0.00
98400,0.530669,0.00
98500,0.531785,0.00
98600,0.540505,0.00
98700,0.519665,0.00
98800,0.518231,0.00
98900,0.546497,0.00
99000,0.535139,0.00
99100,0.542896,0.00
99200,0.533683,0.00
99300,0.514568,0.00
99400,0.533648,0.00
99500,0.533062,0.00
99600,0.520790,0.00
99700,0.544298,0.00
99800,0.535230,0.00
99900,0.531102,0.00
100000,0.511243,0.00
100100,0.515628,0.00
100200,0.510596,0.00
100300,0.535745,0.00
100400,0.538586,0.00
100500,0.529924,0.00
100600,0.524434,0.00
100700,0.535588,0.00
100800,0.532842,0.00
100900,0.516574,0.00
101000,0.527688,0.00
101100,0.523792,0.00
101200,0.527688,0.00
101300,0.523751,0.00
101400,0.520340,0.00
101500,0.527612,0.00
101600,0.532540,0.00
101700,0.515085,0.00
101800,0.527481,0.00
101900,0.520159,0.00
102000,0.525868,0.00
102100,0.515546,0.00
102200,0.520983,0.00
102300,0.511184,0.00
102400,0.528187,0.00
102500,0.519994,0.00
102600,0.514502,0.00
102700,0.523579,0.00
102800,0.547460,0.00
102900,0.526509,0.00
103000,0.516883,0.00
103100,0.541007,0.00
103200,0.519526,0.00
103300,0.539462,0.00
103400,0.535726,0.00
103500,0.515564,0.00
103600,0.522407,0.00
103700,0.545055,0.00
103800,0.521057,0.00
103900,0.528281,0.00
104000,0.522327,0.00
104100,0.528210,0.00
104200,0.530964,0.00
104300,0.541350,0.00
104400,0.515328,0.00
104500,0.525042,0.00
104600,0.538675,0.00
104700,0.530214,0.00
104800,0.530305,0.00
104900,0.539124,0.00
105000,0.528928,0.00
105100,0.536013,0.00
105200,0.538168,0.00
105300,0.548175,0.00
105400,0.548850,0.00
105500,0.562731,0.00
105600,0.537296,0.00
105700,0.539658,0.00
105800,0.545784,0.00
105900,0.526353,0.00
106000,0.528745,0.00
106100,0.533982,0.00
106200,0.512152,0.00
106300,0.525360,0.00
106400,0.546914,0.00
106500,0.534113,0.00
106600,0.534206,0.00
106700,0.544154,0.00
106800,0.517722,0.00
106900,0.526434,0.00
107000,0.562704,0.00
107100,0.541713,0.00
107200,0.531316,0.00
107300,0.539143,0.00
107400,0.546313,0.00
107500,0.538237,0.00
107600,0.540696,0.00
107700,0.535074,0.00
107800,0.545753,0.00
107900,0.538907,0.00
108000,0.526763,0.00
108100,0.524608,0.00
108200,0.531287,0.00
108300,0.524416,0.00
108400,0.544962,0.00
108500,0.546788,0.00
108600,0.528114,0.00
108700,0.523979,0.00
108800,0.519754,0.00
108900,0.505001,0.00
109000,0.528785,0.00
109100,0.535438,0.00
109200,0.517084,0.00
109300,0.522827,0.00
109400,0.534791,0.00
109500,0.525522,0.00
109600,0.528647,0.00
109700,0.534318,0.00
109800,0.518925,0.00
109900,0.541033,0.00
110000,0.515955,0.00
110100,0.523014,0.00
110200,0.531601,0.00
110300,0.538843,0.00
110400,0.529103,0.00
110500,0.536622,0.00
110600,0.553098,0.00
110700,0.532693,0.00
110800,0.534975,0.00
110900,0.538379,0.00
111000,0.531202,0.00
111100,0.527311,0.00
111200,0.537527,0.00
111300,0.527603,0.00
111400,0.539310,0.00
111500,0.533099,0.00
111600,0.516257,0.00
111700,0.544441,0.00
111800,0.546074,0.00
111900,0.527106,0.00
112000,0.528364,0.00
112100,0.541868,0.00
112200,0.531217,0.00
112300,0.540360,0.00
112400,0.560964,0.00
112500,0.542562,0.00
112600,0.528111,0.00
112700,0.545560,0.00
112800,0.526177,0.00
112900,0.522924,0.00
113000,0.525562,0.00
113100,0.519391,0.00
113200,0.532478,0.00
113300,0.531224,0.00
113400,0.520974,0.00
113500,0.540864,0.00
113600,0.526778,0.00
113700,0.523375,0.00
113800,0.531942,0.00
113900,0.536993,0.00
114000,0.525306,0.00
114100,0.515783,0.00
114200,0.543955,0.00
114300,0.519538,0.00
114400,0.514190,0.00
114500,0.514475,0.00
114600,0.520443,0.00
114700,0.537489,0.00
114800,0.538312,0.00
114900,0.531337,0.00
115000,0.545560,0.00
115100,0.554083,0.00
115200,0.533659,0.00
115300,0.528611,0.00
115400,0.535456,0.00
115500,0.517153,0.00
115600,0.518559,0.00
115700,0.530438,0.00
115800,0.511881,0.00
115900,0.526416,0.00
116000,0.545335,0.00
116100,0.518719,0.00
