tick,avg_hydrolytic_resistance,pct_blocks_in_assemblies
40700,0.588025,0.00
40800,0.551791,0.00
40900,0.559876,0.00
41000,0.581956,0.00
41100,0.580813,0.00
41200,0.571698,0.00
41300,0.569652,0.00
41400,0.554461,0.00
41500,0.573093,0.00
41600,0.572145,0.00
41700,0.571470,0.00
41800,0.580942,0.00
41900,0.589229,0.00
42000,0.579325,0.00
42100,0.581624,0.00
42200,0.570586,0.00
42300,0.558509,0.00
42400,0.563394,0.00
42500,0.579441,0.00
42600,0.575506,0.00
42700,0.572694,0.00
42800,0.587770,0.00
42900,0.567716,0.00
43000,0.570820,0.00
43100,0.571483,0.00
43200,0.560755,0.00
43300,0.573915,0.00
43400,0.574225,0.00
43500,0.584320,0.00
43600,0.581420,0.00
43700,0.580765,0.00
43800,0.565927,0.00
43900,0.557513,0.00
44000,0.567778,0.00
44100,0.564234,0.00
44200,0.554689,0.00
44300,0.577802,0.00
44400,0.566069,0.00
44500,0.556085,0.00
44600,0.581181,0.00
44700,0.562432,0.00
44800,0.564308,0.00
44900,0.560303,0.00
45000,0.575179,0.00
45100,0.567677,0.00
45200,0.577334,0.00
45300,0.572100,0.00
45400,0.568148,0.00
45500,0.584666,0.00
45600,0.568348,0.00
45700,0.575492,0.00
45800,0.580088,0.00
45900,0.556996,0.00
46000,0.563308,0.00
46100,0.586438,0.00
46200,0.560376,0.00
46300,0.562559,0.00
46400,0.576301,0.00
46500,0.555551,0.00
46600,0.564250,0.00
46700,0.563403,0.00
46800,0.546334,0.00
46900,0.558510,0.00
47000,0.578316,0.00
47100,0.560884,0.00
47200,0.591971,0.00
47300,0.572984,0.00
47400,0.566857,0.00
47500,0.553549,0.00
47600,0.569174,0.00
47700,0.560876,0.00
47800,0.582664,0.00
47900,0.594654,0.00
48000,0.568006,0.00
48100,0.557272,0.00
48200,0.588227,0.00
48300,0.562736,0.00
48400,0.559341,0.00
48500,0.561597,0.00
48600,0.563947,0.00
48700,0.560207,0.00
48800,0.548584,0.00
48900,0.540713,0.00
49000,0.546676,0.00
49100,0.562176,0.00
49200,0.550089,0.00
49300,0.566642,0.00
49400,0.583889,0.00
49500,0.563570,0.00
49600,0.562730,0.00
49700,0.562657,0.00
49800,0.550071,0.00
49900,0.552843,0.00
50000,0.544084,0.00
50100,0.545759,0.00
50200,0.561686,0.00
50300,0.564421,0.00
50400,0.556820,0.00
50500,0.566163,0.00
50600,0.571976,0.00
50700,0.570186,0.00
50800,0.568320,0.00
50900,0.568737,0.00
51000,0.564016,0.00
51100,0.559991,0.00
51200,0.587594,0.00
51300,0.559857,0.00
51400,0.570684,0.00
51500,0.572851,0.00
51600,0.565596,0.00
51700,0.582030,0.00
51800,0.608891,0.00
51900,0.567194,0.00
52000,0.567137,0.00
52100,0.568469,0.00
52200,0.564867,0.00
52300,0.561575,0.00
52400,0.573715,0.00
52500,0.563537,0.00
52600,0.570697,0.00
52700,0.565722,0.00
52800,0.556332,0.00
52900,0.574747,0.00
53000,0.573689,0.00
53100,0.559565,0.00
53200,0.572843,0.00
53300,0.578154,0.00
53400,0.557263,0.00
53500,0.566002,0.00
53600,0.583179,0.00
53700,0.556080,0.00
53800,0.558855,0.00
53900,0.567851,0.00
54000,0.543333,0.00
54100,0.565042,0.00
54200,0.560049,0.00
54300,0.549075,0.00
54400,0.566317,0.00
54500,0.577021,0.00
54600,0.563777,0.00
54700,0.565831,0.00
54800,0.581220,0.00
54900,0.568106,0.00
55000,0.580765,0.00
55100,0.583563,0.00
55200,0.562357,0.00
55300,0.581379,0.00
55400,0.577461,0.00
55500,0.574128,0.00
55600,0.583637,0.00
55700,0.575915,0.00
55800,0.545862,0.00
55900,0.585556,0.00
56000,0.592080,0.00
56100,0.564754,0.00
56200,0.572973,0.00
56300,0.575166,0.00
56400,0.562155,0.00
56500,0.580319,0.00
56600,0.585962,0.00
56700,0.561978,0.00
56800,0.559677,0.00
56900,0.570395,0.00
57000,0.553601,0.00
57100,0.563896,0.00
57200,0.587668,0.00
57300,0.552066,0.00
57400,0.562720,0.00
57500,0.573267,0.00
57600,0.569301,0.00
57700,0.562976,0.00
57800,0.572920,0.00
57900,0.555873,0.00
58000,0.565569,0.00
58100,0.581590,0.00
58200,0.564868,0.00
58300,0.571308,0.00
58400,0.577141,0.00
58500,0.555435,0.00
58600,0.559154,0.00
58700,0.569475,0.00
58800,0.564902,0.00
58900,0.559691,0.00
59000,0.576644,0.00
59100,0.557915,0.00
59200,0.563898,0.00
59300,0.580865,0.00
59400,0.562125,0.00
59500,0.580961,0.00
59600,0.579604,0.00
59700,0.549422,0.00
59800,0.561735,0.00
59900,0.564278,0.00
60000,0.544883,0.00
60100,0.561274,0.00
60200,0.573384,0.00
60300,0.559058,0.00
60400,0.557451,0.00
60500,0.563324,0.00
60600,0.557590,0.00
60700,0.554278,0.00
60800,0.573462,0.00
60900,0.553345,0.00
61000,0.564465,0.00
61100,0.576645,0.00
61200,0.566357,0.00
61300,0.574176,0.00
61400,0.571557,0.00
61500,0.562993,0.00
61600,0.569804,0.00
61700,0.587518,0.00
61800,0.548057,0.00
61900,0.553604,0.00
62000,0.571850,0.00
62100,0.545171,0.00
62200,0.566226,0.00
62300,0.558321,0.00
62400,0.541071,0.00
62500,0.562021,0.00
62600,0.573878,0.00
62700,0.560996,0.00
62800,0.572546,0.00
62900,0.571823,0.00
63000,0.541380,0.00
63100,0.536804,0.00
63200,0.564921,0.00
63300,0.558939,0.00
63400,0.569917,0.00
63500,0.574217,0.00
63600,0.567360,0.00
63700,0.572978,0.00
63800,0.565089,0.00
63900,0.535465,0.00
64000,0.558064,0.00
64100,0.588714,0.00
64200,0.577041,0.00
64300,0.573532,0.00
64400,0.583247,0.00
64500,0.560270,0.00
64600,0.566574,0.00
64700,0.584383,0.00
64800,0.566338,0.00
64900,0.559273,0.00
65000,0.570586,0.00
65100,0.556011,0.00
65200,0.555195,0.00
65300,0.559296,0.00
65400,0.550888,0.00
65500,0.577498,0.00
65600,0.563147,0.00
65700,0.542481,0.00
65800,0.585139,0.00
65900,0.599042,0.00
66000,0.574756,0.00
66100,0.587266,0.00
66200,0.592872,0.00
66300,0.577755,0.00
66400,0.568901,0.00
66500,0.589308,0.00
66600,0.580720,0.00
66700,0.574948,0.00
66800,0.572658,0.00
66900,0.561405,0.00
67000,0.589361,0.00
67100,0.589885,0.00
67200,0.563104,0.00
67300,0.556137,0.00
67400,0.569180,0.00
67500,0.549652,0.00
67600,0.560079,0.00
67700,0.569736,0.00
67800,0.548465,0.00
67900,0.555192,0.00
68000,0.583428,0.00
68100,0.561443,0.00
68200,0.575264,0.00
68300,0.565632,0.00
68400,0.564539,0.00
68500,0.559814,0.00
68600,0.582780,0.00
68700,0.566403,0.00
68800,0.559526,0.00
68900,0.568282,0.00
69000,0.553567,0.00
69100,0.556666,0.00
69200,0.560917,0.00
69300,0.561876,0.00
69400,0.565196,0.00
69500,0.592729,0.00
69600,0.563820,0.00
69700,0.566305,0.00
69800,0.588018,0.00
69900,0.574192,0.00
70000,0.578799,0.00
70100,0.569514,0.00
70200,0.557287,0.00
70300,0.571312,0.00
70400,0.577371,0.00
70500,0.558227,0.00
70600,0.562810,0.00
70700,0.569555,0.00
70800,0.558766,0.00
70900,0.562089,0.00
71000,0.570672,0.00
71100,0.567335,0.00
71200,0.573757,0.00
71300,0.582805,0.00
71400,0.561585,0.00
71500,0.565442,0.00
71600,0.575953,0.00
71700,0.565363,0.00
71800,0.561516,0.00
71900,0.566982,0.00
72000,0.565366,0.00
72100,0.573960,0.00
72200,0.560715,0.00
72300,0.551125,0.00
72400,0.569481,0.00
72500,0.570010,0.00
72600,0.569294,0.00
72700,0.564681,0.00
72800,0.564620,0.00
72900,0.555725,0.00
73000,0.570133,0.00
73100,0.575214,0.00
73200,0.559457,0.00
73300,0.557538,0.00
73400,0.574703,0.00
73500,0.563896,0.00
73600,0.564458,0.00
73700,0.556283,0.00
73800,0.548723,0.00
73900,0.574751,0.00
74000,0.561923,0.00
74100,0.568652,0.00
74200,0.559604,0.00
74300,0.564191,0.00
74400,0.550579,0.00
74500,0.560210,0.00
74600,0.571768,0.00
74700,0.554252,0.00
74800,0.570437,0.00
74900,0.574209,0.00
75000,0.551501,0.00
75100,0.529860,0.00
75200,0.551123,0.00
75300,0.550961,0.00
75400,0.565319,0.00
75500,0.568937,0.00
75600,0.566129,0.00
75700,0.566448,0.00
75800,0.554330,0.00
75900,0.547925,0.00
76000,0.538153,0.00
76100,0.562499,0.00
76200,0.549302,0.00
76300,0.554792,0.00
76400,0.570714,0.00
76500,0.567688,0.00
76600,0.563181,0.00
76700,0.586223,0.00
76800,0.581424,0.00
76900,0.573456,0.00
77000,0.586853,0.00
77100,0.568247,0.00
77200,0.558246,0.00
77300,0.581472,0.00
77400,0.564533,0.00
77500,0.563577,0.00
77600,0.573855,0.00
77700,0.562053,0.00
77800,0.591161,0.00
77900,0.598715,0.00
78000,0.567718,0.00
78100,0.562538,0.00
78200,0.592108,0.00
78300,0.562936,0.00
78400,0.554941,0.00
78500,0.581477,0.00
78600,0.571809,0.00
78700,0.576164,0.00
78800,0.587419,0.00
78900,0.561891,0.00
79000,0.579328,0.00
79100,0.597226,0.00
79200,0.575864,0.00
79300,0.580712,0.00
79400,0.585528,0.00
79500,0.562643,0.00
79600,0.562993,0.00
79700,0.591943,0.00
79800,0.563688,0.00
79900,0.565269,0.00
80000,0.565189,0.00
80100,0.552609,0.00
80200,0.563037,0.00
80300,0.574333,0.00
80400,0.572317,0.00
80500,0.580892,0.00
80600,0.580086,0.00
80700,0.568353,0.00
80800,0.572128,0.00
80900,0.581061,0.00
81000,0.564456,0.00
81100,0.567817,0.00
81200,0.576487,0.00
81300,0.562283,0.00
81400,0.562555,0.00
81500,0.583608,0.00
81600,0.557942,0.00
81700,0.553592,0.00
81800,0.568879,0.00
81900,0.572677,0.00
82000,0.577733,0.00
82100,0.591897,0.00
82200,0.580494,0.00
82300,0.578221,0.00
82400,0.575040,0.00
82500,0.550065,0.00
82600,0.563069,0.00
82700,0.573850,0.00
82800,0.558639,0.00
82900,0.592117,0.00
83000,0.600578,0.00
83100,0.567160,0.00
83200,0.562755,0.00
83300,0.572810,0.00
83400,0.557950,0.00
83500,0.560476,0.00
83600,0.572283,0.00
83700,0.567038,0.00
83800,0.577420,0.00
83900,0.595530,0.00
84000,0.561206,0.00
84100,0.564758,0.00
84200,0.564989,0.00
84300,0.563891,0.00
84400,0.550131,0.00
84500,0.574743,0.00
84600,0.552016,0.00
84700,0.562274,0.00
84800,0.560121,0.00
84900,0.558047,0.00
85000,0.555181,0.00
85100,0.569006,0.00
85200,0.551275,0.00
85300,0.574098,0.00
85400,0.596387,0.00
85500,0.567097,0.00
85600,0.567910,0.00
85700,0.593095,0.00
85800,0.564394,0.00
85900,0.563646,0.00
86000,0.565458,0.00
86100,0.565265,0.00
86200,0.560537,0.00
86300,0.556459,0.00
86400,0.561129,0.00
86500,0.577099,0.00
86600,0.584922,0.00
86700,0.575966,0.00
86800,0.561087,0.00
86900,0.574297,0.00
87000,0.568906,0.00
87100,0.572187,0.00
87200,0.569239,0.00
87300,0.564594,0.00
87400,0.552044,0.00
87500,0.588060,0.00
87600,0.560056,0.00
87700,0.590792,0.00
87800,0.574939,0.00
87900,0.544070,0.00
88000,0.572854,0.00
88100,0.579766,0.00
88200,0.577514,0.00
88300,0.577410,0.00
88400,0.589874,0.00
88500,0.561399,0.00
88600,0.578368,0.00
88700,0.594982,0.00
88800,0.576574,0.00
88900,0.574598,0.00
89000,0.578640,0.00
89100,0.569140,0.00
89200,0.561692,0.00
89300,0.560687,0.00
89400,0.561033,0.00
89500,0.573226,0.00
89600,0.585359,0.00
89700,0.567358,0.00
89800,0.568661,0.00
89900,0.586940,0.00
90000,0.563199,0.00
90100,0.565875,0.00
90200,0.589139,0.00
90300,0.559260,0.00
90400,0.548812,0.00
90500,0.568332,0.00
90600,0.554969,0.00
90700,0.573281,0.00
90800,0.557699,0.00
90900,0.544843,0.00
91000,0.556673,0.00
91100,0.583433,0.00
91200,0.570141,0.00
91300,0.567822,0.00
91400,0.578985,0.00
91500,0.570017,0.00
91600,0.571036,0.00
91700,0.580975,0.00
91800,0.559220,0.00
91900,0.566842,0.00
92000,0.586095,0.00
92100,0.575958,0.00
92200,0.568359,0.00
92300,0.579354,0.00
92400,0.561235,0.00
92500,0.583014,0.00
92600,0.589895,0.00
92700,0.554685,0.00
92800,0.558173,0.00
92900,0.579853,0.00
93000,0.574749,0.00
93100,0.560274,0.00
93200,0.577829,0.00
93300,0.573584,0.00
93400,0.561134,0.00
93500,0.585173,0.00
93600,0.569167,0.00
93700,0.573903,0.00
93800,0.588803,0.00
93900,0.568429,0.00
94000,0.562108,0.00
94100,0.582946,0.00
94200,0.555269,0.00
94300,0.567466,0.00
94400,0.584873,0.00
94500,0.563418,0.00
94600,0.573947,0.00
94700,0.579961,0.00
94800,0.564708,0.00
94900,0.566877,0.00
95000,0.576681,0.00
95100,0.555838,0.00
95200,0.558328,0.00
95300,0.567626,0.00
95400,0.545888,0.00
95500,0.557210,0.00
95600,0.551385,0.00
95700,0.551488,0.00
95800,0.556485,0.00
95900,0.564908,0.00
96000,0.552847,0.00
96100,0.570369,0.00
96200,0.557068,0.00
96300,0.567685,0.00
96400,0.558487,0.00
96500,0.561465,0.00
96600,0.557873,0.00
96700,0.550833,0.00
96800,0.558179,0.00
96900,0.561257,0.00
97000,0.559514,0.00
97100,0.560156,0.00
97200,0.556791,0.00
97300,0.552413,0.00
97400,0.575060,0.00
97500,0.572674,0.00
97600,0.564219,0.00
97700,0.560097,0.00
97800,0.549688,0.00
97900,0.572966,0.00
98000,0.575873,0.00
98100,0.569729,0.00
98200,0.565578,0.00
98300,0.576712,0.00
98400,0.568858,0.00
98500,0.559917,0.00
98600,0.578641,0.00
98700,0.569922,0.00
98800,0.564557,0.00
98900,0.594119,0.00
99000,0.563832,0.00
99100,0.571225,0.00
99200,0.562797,0.00
99300,0.560421,0.00
99400,0.549961,0.00
99500,0.547445,0.00
99600,0.558111,0.00
99700,0.556703,0.00
99800,0.571905,0.00
99900,0.549598,0.00
100000,0.563017,0.00
100100,0.558592,0.00
100200,0.565199,0.00
100300,0.580138,0.00
100400,0.574960,0.00
100500,0.553551,0.00
100600,0.568746,0.00
100700,0.593904,0.00
100800,0.548560,0.00
100900,0.572369,0.00
101000,0.581447,0.00
101100,0.570463,0.00
101200,0.587719,0.00
101300,0.575507,0.00
101400,0.558156,0.00
101500,0.563508,0.00
101600,0.571521,0.00
101700,0.556646,0.00
101800,0.564801,0.00
101900,0.577402,0.00
102000,0.556426,0.00
102100,0.558131,0.00
102200,0.585014,0.00
102300,0.564391,0.00
102400,0.564624,0.00
102500,0.554997,0.00
102600,0.568689,0.00
102700,0.580465,0.00
102800,0.587717,0.00
102900,0.581612,0.00
103000,0.573032,0.00
103100,0.580950,0.00
103200,0.554027,0.00
103300,0.573897,0.00
103400,0.568429,0.00
103500,0.556129,0.00
103600,0.565218,0.00
103700,0.579966,0.00
103800,0.560622,0.00
103900,0.564167,0.00
104000,0.568958,0.00
104100,0.571781,0.00
104200,0.574949,0.00
104300,0.587006,0.00
104400,0.567194,0.00
104500,0.562510,0.00
104600,0.572122,0.00
104700,0.553255,0.00
104800,0.570984,0.00
104900,0.547501,0.00
105000,0.534360,0.00
105100,0.552222,0.00
105200,0.575144,0.00
105300,0.558470,0.00
105400,0.568506,0.00
105500,0.554741,0.00
105600,0.538999,0.00
105700,0.538692,0.00
105800,0.575900,0.00
105900,0.548970,0.00
106000,0.564380,0.00
106100,0.578803,0.00
106200,0.552160,0.00
106300,0.557695,0.00
106400,0.576980,0.00
106500,0.550917,0.00
106600,0.558576,0.00
106700,0.579193,0.00
106800,0.556284,0.00
106900,0.563497,0.00
107000,0.563080,0.00
107100,0.547632,0.00
107200,0.563798,0.00
107300,0.577695,0.00
107400,0.557643,0.00
107500,0.570314,0.00
107600,0.584073,0.00
107700,0.577389,0.00
107800,0.567404,0.00
107900,0.561460,0.00
108000,0.548603,0.00
108100,0.575997,0.00
108200,0.583430,0.00
108300,0.559479,0.00
108400,0.552156,0.00
108500,0.579449,0.00
108600,0.568503,0.00
108700,0.563791,0.00
108800,0.572906,0.00
108900,0.553617,0.00
109000,0.550975,0.00
109100,0.578825,0.00
109200,0.556906,0.00
109300,0.571494,0.00
109400,0.567979,0.00
109500,0.560103,0.00
109600,0.571627,0.00
109700,0.582737,0.00
109800,0.567845,0.00
109900,0.560636,0.00
110000,0.568689,0.00
110100,0.552128,0.00
110200,0.564761,0.00
110300,0.563259,0.00
110400,0.571062,0.00
110500,0.567784,0.00
110600,0.571773,0.00
110700,0.570947,0.00
110800,0.568618,0.00
110900,0.571964,0.00
111000,0.563029,0.00
111100,0.587030,0.00
111200,0.559235,0.00
111300,0.536644,0.00
111400,0.547017,0.00
111500,0.560163,0.00
111600,0.569432,0.00
111700,0.568218,0.00
111800,0.568138,0.00
111900,0.551584,0.00
112000,0.565703,0.00
112100,0.571864,0.00
112200,0.551203,0.00
112300,0.565973,0.00
112400,0.585041,0.00
112500,0.560607,0.00
112600,0.584997,0.00
112700,0.580126,0.00
112800,0.572413,0.00
112900,0.570139,0.00
113000,0.584160,0.00
113100,0.582373,0.00
113200,0.582231,0.00
113300,0.584353,0.00
113400,0.565615,0.00
113500,0.557925,0.00
113600,0.569602,0.00
113700,0.553793,0.00
113800,0.559832,0.00
113900,0.554993,0.00
114000,0.562440,0.00
114100,0.579454,0.00
114200,0.589308,0.00
114300,0.579189,0.00
114400,0.574255,0.00
114500,0.577663,0.00
114600,0.557812,0.00
114700,0.574646,0.00
114800,0.561954,0.00
114900,0.552727,0.00
115000,0.557056,0.00
115100,0.563740,0.00
115200,0.546760,0.00
115300,0.571933,0.00
115400,0.555404,0.00
115500,0.552608,0.00
115600,0.567039,0.00
115700,0.563069,0.00
115800,0.552229,0.00
115900,0.562836,0.00
116000,0.572781,0.00
116100,0.558029,0.00
