tick,avg_avg_hydrolytic_resistance,std_avg_hydrolytic_resistance,min_avg_hydrolytic_resistance,max_avg_hydrolytic_resistance,avg_pct_blocks_in_assemblies,std_pct_blocks_in_assemblies,min_pct_blocks_in_assemblies,max_pct_blocks_in_assemblies
66200,0.567267,0.020297929910871836,0.545254,0.592872,0.8375,1.675,0.0,3.35
66300,0.5522090000000001,0.027130071396883584,0.518544,0.577755,0.75,1.5,0.0,3.0
66400,0.554748,0.018089595038769262,0.52824,0.568901,0.7675,1.5349999999999997,0.0,3.07
66500,0.5653615000000001,0.0247932479047556,0.537115,0.589308,0.8375,1.675,0.0,3.35
66600,0.55041925,0.02627289192780269,0.521294,0.58072,0.6975,1.395,0.0,2.79
66700,0.55593675,0.023633551085621225,0.521577,0.574948,0.8225,1.645,0.0,3.29
66800,0.55645125,0.023202630158023037,0.523444,0.572658,0.855,1.7100000000000002,0.0,3.42
66900,0.54558,0.027406290895826572,0.50804,0.569814,0.7975,1.5950000000000002,0.0,3.19
67000,0.55744425,0.02663496719696372,0.532822,0.589361,0.755,1.5100000000000002,0.0,3.02
67100,0.5636877499999999,0.02187922005579725,0.538585,0.589885,0.85,1.7,0.0,3.4
67200,0.544019,0.017770255691276198,0.52347,0.563104,0.73,1.46,0.0,2.92
67300,0.54199825,0.015189643870633238,0.523723,0.556137,0.735,1.47,0.0,2.94
67400,0.54858975,0.020181063341244743,0.521746,0.56918,0.8125,1.625,0.0,3.25
67500,0.53410625,0.01603843307755887,0.512685,0.549652,0.6825,1.365,0.0,2.73
67600,0.5454505,0.0151968827614964,0.524104,0.560079,0.7575,1.515,0.0,3.03
67700,0.5580715,0.014942782817578975,0.537432,0.569736,0.9,1.8000000000000003,0.0,3.6
67800,0.54281175,0.010879910734162007,0.527704,0.55255,0.72,1.44,0.0,2.88
67900,0.54926925,0.018234060845480002,0.522913,0.564915,0.8,1.6000000000000003,0.0,3.2
68000,0.55544425,0.026644361584582946,0.526056,0.583428,0.885,1.7700000000000002,0.0,3.54
68100,0.5481135,0.025889730119618207,0.512947,0.572412,0.7675,1.5349999999999997,0.0,3.07
68200,0.5561287500000001,0.025587266265012888,0.525487,0.579099,0.7525,1.5050000000000001,0.0,3.01
68300,0.561271,0.017905350690040518,0.535164,0.575663,0.7925,1.5850000000000002,0.0,3.17
68400,0.544244,0.021156890335459658,0.520225,0.564539,0.6975,1.395,0.0,2.79
68500,0.5435135,0.01806757132728878,0.520817,0.559814,1.7425,2.0460755118030223,0.0,3.94
68600,0.55669225,0.024453637689513575,0.524352,0.58278,2.025,2.4130409583483385,0.0,4.78
68700,0.543497,0.025085121699259638,0.510281,0.566403,1.6875,1.9867792194067933,0.0,3.85
68800,0.54655125,0.01734883668290181,0.521042,0.559526,1.8375,2.1526475946300794,0.0,4.12
68900,0.560265,0.014449347320900025,0.539476,0.571567,1.9725000000000001,2.30907448992015,0.0,4.41
69000,0.54391075,0.012796529018318509,0.527326,0.554409,1.7175,2.0092515190156424,0.0,3.83
69100,0.55379275,0.011512675720700215,0.540717,0.568014,1.87,2.1814673960433146,0.0,4.12
69200,0.5509295,0.013616244966950316,0.532219,0.561136,1.85,2.147541229716751,0.0,3.97
69300,0.5474377500000001,0.0124819948292197,0.531392,0.561876,1.585,1.8523768515072736,0.0,3.52
69400,0.5557995,0.0164671398548746,0.541295,0.574193,1.54,1.7782575741438584,0.0,3.09
69500,0.563858,0.023995782657236495,0.536139,0.592729,1.365,1.6202983264407413,0.0,3.19
69600,0.5487485,0.02072215131206217,0.524568,0.568049,0.7175,1.435,0.0,2.87
69700,0.5526005,0.010480168207937601,0.542814,0.566305,0.7525,1.5050000000000001,0.0,3.01
69800,0.55836525,0.025546129379027258,0.528885,0.588018,0.8975,1.7950000000000002,0.0,3.59
69900,0.5467155,0.021846673286032993,0.525288,0.574192,0.71,1.42,0.0,2.84
70000,0.55518225,0.02030526636737375,0.529184,0.578799,0.775,1.55,0.0,3.1
70100,0.55656225,0.01780564446788341,0.537608,0.573813,0.925,1.8500000000000003,0.0,3.7
70200,0.5421739999999999,0.021609161914953233,0.521835,0.564089,0.7625,1.5249999999999997,0.0,3.05
70300,0.5536435,0.01928594376741778,0.533579,0.571312,0.8775,1.755,0.0,3.51
70400,0.5605779999999999,0.015542676346112344,0.540063,0.577371,0.8975,1.7950000000000002,0.0,3.59
70500,0.5495635,0.01889040681580648,0.530146,0.571683,0.8225,1.645,0.0,3.29
70600,0.549928,0.016362991841347353,0.528381,0.56281,0.8225,1.645,0.0,3.29
70700,0.5537425,0.0199355495953,0.528418,0.569805,0.8475,1.6949999999999998,0.0,3.39
70800,0.5430502500000001,0.01643685935887187,0.521426,0.558766,0.72,1.44,0.0,2.88
70900,0.55465125,0.011150899526495568,0.542896,0.566035,0.8125,1.625,0.0,3.25
71000,0.5625575,0.014687209072296006,0.543202,0.576648,0.885,1.7700000000000002,0.0,3.54
71100,0.5479435,0.023027920060946283,0.514677,0.567335,0.7475,1.495,0.0,2.99
71200,0.5544495,0.02236284791791955,0.523294,0.573757,0.7975,1.5950000000000002,0.0,3.19
71300,0.567242,0.025479985648870884,0.535464,0.592145,0.865,1.7299999999999998,0.0,3.46
71400,0.5506765,0.019125669879335824,0.522038,0.561585,0.7975,1.5950000000000002,0.0,3.19
71500,0.55533025,0.015205779786537305,0.53278,0.565442,0.79,1.58,0.0,3.16
71600,0.5626935000000001,0.016634071089183213,0.538423,0.575953,0.8375,1.675,0.0,3.35
71700,0.5546905,0.021922205386320084,0.525287,0.576053,0.75,1.5,0.0,3.0
71800,0.5539415,0.019843389738986986,0.529675,0.576354,0.7475,1.495,0.0,2.99
71900,0.56652025,0.015997640979740282,0.550003,0.588073,0.8925,1.785,0.0,3.57
72000,0.55190625,0.024661854085138622,0.522006,0.577652,0.78,1.5599999999999998,0.0,3.12
72100,0.5579865,0.015866753784774847,0.53859,0.57396,0.83,1.66,0.0,3.32
72200,0.55701,0.029059513657320585,0.520381,0.591304,0.93,1.86,0.0,3.72
72300,0.5384527499999999,0.018501785217918853,0.511956,0.551227,0.755,1.5100000000000002,0.0,3.02
72400,0.550526,0.035805497697048314,0.504649,0.586567,0.7975,1.5950000000000002,0.0,3.19
72500,0.5536359999999999,0.02060335882002417,0.525866,0.57001,0.83,1.66,0.0,3.32
72600,0.54775225,0.030038908750430103,0.510294,0.574594,0.8125,1.625,0.0,3.25
72700,0.5534695,0.019838343655658352,0.527376,0.572386,0.785,1.57,0.0,3.14
72800,0.559287,0.018643764015527198,0.535353,0.580174,0.84,1.68,0.0,3.36
72900,0.5521375,0.01720487738016944,0.52734,0.566944,0.75,1.5,0.0,3.0
73000,0.5570685,0.021529232816490846,0.526892,0.574647,0.85,1.7,0.0,3.4
73100,0.56379425,0.019435637033981327,0.534698,0.575214,0.8025,1.605,0.0,3.21
73200,0.5428769999999999,0.013731352227657685,0.528296,0.559457,0.73,1.46,0.0,2.92
73300,0.5510787500000001,0.008822325369009397,0.538952,0.557698,0.7775,1.555,0.0,3.11
73400,0.562863,0.02074467146040156,0.531788,0.574703,0.855,1.7100000000000002,0.0,3.42
73500,0.5469057500000001,0.01822994778516929,0.521974,0.563896,0.7675,1.5349999999999997,0.0,3.07
73600,0.547409,0.023926622759317038,0.516577,0.568106,0.78,1.5599999999999998,0.0,3.12
73700,0.55211425,0.014381080519789416,0.533308,0.567867,0.885,1.7700000000000002,0.0,3.54
73800,0.537214,0.020365869389741265,0.512431,0.558161,0.7275,1.455,0.0,2.91
73900,0.545964,0.02444206951139777,0.525342,0.574751,0.7625,1.5249999999999997,0.0,3.05
74000,0.559995,0.013409338959595767,0.540544,0.570143,0.865,1.7299999999999998,0.0,3.46
74100,0.54287975,0.019876114482379786,0.52582,0.568652,0.7575,1.515,0.0,3.03
74200,0.552986,0.01563150397967731,0.532507,0.569238,0.8275,1.655,0.0,3.31
74300,0.5611305,0.021967437819038725,0.54418,0.591038,0.9575,1.9150000000000003,0.0,3.83
74400,0.5428885,0.012349861821089351,0.530217,0.555996,0.75,1.5,0.0,3.0
74500,0.5502692499999999,0.013863236115111569,0.538338,0.564176,0.8075,1.615,0.0,3.23
74600,0.5624835,0.015241615279665537,0.543986,0.577723,0.8625,1.7250000000000003,0.0,3.45
74700,0.54326725,0.01579485906605899,0.521688,0.555844,0.6825,1.365,0.0,2.73
74800,0.55436975,0.02500341450515639,0.519665,0.574626,0.8,1.6000000000000003,0.0,3.2
74900,0.5652435,0.021085918563502653,0.536008,0.58521,0.8475,1.6949999999999998,0.0,3.39
75000,0.5449515,0.01841134781414256,0.520252,0.564008,0.7225,1.445,0.0,2.89
75100,0.539625,0.024540124992890034,0.509498,0.561568,0.77,1.54,0.0,3.08
75200,0.554253,0.02628017203140037,0.52131,0.585062,0.88,1.76,0.0,3.52
75300,0.54359475,0.025320152953395313,0.511756,0.572503,0.7325,1.4650000000000003,0.0,2.93
75400,0.5512965,0.01646287308866021,0.527993,0.565319,0.775,1.55,0.0,3.1
75500,0.559812,0.023152606447943057,0.530941,0.585439,0.8975,1.7950000000000002,0.0,3.59
75600,0.5502695000000001,0.027715167165290558,0.519412,0.579997,0.8275,1.655,0.0,3.31
75700,0.5556009999999999,0.017298529205301443,0.532249,0.570701,0.7925,1.5850000000000002,0.0,3.17
75800,0.5512955,0.011913268639070773,0.533708,0.559395,0.8575,1.715,0.0,3.43
75900,0.5429280000000001,0.010636587454003577,0.529266,0.553978,0.79,1.58,0.0,3.16
76000,0.5427255,0.016668795487376997,0.521614,0.559875,0.78,1.5599999999999998,0.0,3.12
76100,0.553557,0.01734792758035766,0.529373,0.568984,0.83,1.66,0.0,3.32
76200,0.54328725,0.020883748743540577,0.516259,0.566461,0.76,1.5200000000000002,0.0,3.04
76300,0.555507,0.02315143611096292,0.532248,0.587231,0.81,1.62,0.0,3.24
76400,0.5618740000000001,0.01745023589143332,0.543352,0.581639,0.78,1.5599999999999998,0.0,3.12
76500,0.5495585,0.015277816477930792,0.531117,0.567688,0.7075,1.4149999999999998,0.0,2.83
76600,0.555409,0.015107441102538413,0.53845,0.572137,0.84,1.68,0.0,3.36
76700,0.56254025,0.016324225992371006,0.548809,0.586223,0.8025,1.605,0.0,3.21
76800,0.54844,0.022418068114804228,0.532059,0.581424,0.6925,1.385,0.0,2.77
76900,0.5537515,0.02483352825650568,0.519065,0.573456,0.7875,1.5749999999999997,0.0,3.15
77000,0.55796725,0.023317650630298618,0.530197,0.586853,0.855,1.7100000000000002,0.0,3.42
77100,0.54812025,0.01449668990666487,0.537191,0.568247,0.7675,1.5349999999999997,0.0,3.07
77200,0.5527385,0.010693620855444603,0.541413,0.5648,0.8275,1.655,0.0,3.31
77300,0.56188275,0.018786749077918368,0.536304,0.581472,0.8125,1.625,0.0,3.25
77400,0.550896,0.025381233933755104,0.513743,0.569355,0.7775,1.555,0.0,3.11
77500,0.55320275,0.01979905883916372,0.524222,0.567769,0.7775,1.555,0.0,3.11
77600,0.5593684999999999,0.01994861907501373,0.532167,0.57476,0.8775,1.755,0.0,3.51
77700,0.543658,0.021839604285181873,0.51491,0.562053,0.785,1.57,0.0,3.14
77800,0.55670275,0.03229549983485831,0.516422,0.591161,0.755,1.5100000000000002,0.0,3.02
77900,0.5678655,0.02669139569848929,0.545288,0.598715,0.9225,1.8449999999999998,0.0,3.69
78000,0.5493385,0.016328530542172672,0.532081,0.567718,0.7725,1.545,0.0,3.09
78100,0.54896,0.01457832850501046,0.530797,0.562538,0.76,1.5200000000000002,0.0,3.04
78200,0.5674965000000001,0.027001831153954457,0.538344,0.592108,0.88,1.76,0.0,3.52
78300,0.5500885000000001,0.01579885726880271,0.535648,0.564559,0.75,1.5,0.0,3.0
78400,0.545559,0.013547305439336165,0.52709,0.556434,0.8325,1.665,0.0,3.33
78500,0.5598460000000001,0.024440193684448053,0.532238,0.581477,0.885,1.7700000000000002,0.0,3.54
78600,0.548347,0.027947497490830912,0.518029,0.572391,0.7725,1.545,0.0,3.09
78700,0.5538784999999999,0.02818073649972025,0.52336,0.579449,0.8075,1.615,0.0,3.23
78800,0.57515825,0.016500611693207032,0.557495,0.590896,0.87,1.74,0.0,3.48
78900,0.5441055000000001,0.02069953133930008,0.515738,0.561891,0.71,1.42,0.0,2.84
79000,0.56033075,0.016715468671762268,0.546224,0.579328,0.78,1.5599999999999998,0.0,3.12
79100,0.565056,0.026043965174297103,0.534328,0.597226,0.89,1.7799999999999998,0.0,3.56
79200,0.54635975,0.021507488748108216,0.528422,0.575864,0.755,1.5100000000000002,0.0,3.02
79300,0.55315425,0.01884745994159427,0.538805,0.580712,0.82,1.64,0.0,3.28
79400,0.557698,0.023895695832792448,0.537155,0.585528,0.8725,1.745,0.0,3.49
79500,0.54647075,0.023386542417595652,0.5154,0.566226,0.85,1.7,0.0,3.4
79600,0.5493677499999999,0.024876184197943213,0.513204,0.56802,0.8175,1.635,0.0,3.27
79700,0.56546,0.025010435248778315,0.53793,0.591943,0.87,1.74,0.0,3.48
79800,0.549233,0.014078569979464063,0.532948,0.563688,0.735,1.47,0.0,2.94
79900,0.5500525,0.011244102765449989,0.541344,0.565269,0.8175,1.635,0.0,3.27
80000,0.5598892500000001,0.019401435967044623,0.535313,0.582005,0.9425,1.885,0.0,3.77
80100,0.544458,0.013441572403058603,0.525456,0.555158,0.7175,1.435,0.0,2.87
80200,0.54967925,0.021362320510266052,0.529323,0.572566,0.7875,1.5749999999999997,0.0,3.15
80300,0.56273975,0.016955884079477134,0.539355,0.57611,0.8375,1.675,0.0,3.35
80400,0.5484469999999999,0.024557585820542984,0.516739,0.572317,0.73,1.46,0.0,2.92
80500,0.55829425,0.027003774111223768,0.530159,0.58192,0.78,1.5599999999999998,0.0,3.12
80600,0.56285425,0.02932074333272154,0.5315,0.594404,0.905,1.8099999999999998,0.0,3.62
80700,0.5462130000000001,0.026091636757142465,0.518099,0.568486,0.71,1.42,0.0,2.84
80800,0.55885125,0.020547665907591547,0.535434,0.579583,0.8175,1.635,0.0,3.27
80900,0.55633325,0.02290416744284759,0.529904,0.581061,0.935,1.8700000000000003,0.0,3.74
81000,0.54555675,0.018386406561642223,0.524454,0.564456,0.8125,1.625,0.0,3.25
81100,0.55427125,0.01499682376093905,0.538016,0.567817,0.7925,1.5850000000000002,0.0,3.17
81200,0.5554005,0.021715924272293838,0.527998,0.576487,0.84,1.68,0.0,3.36
81300,0.54582575,0.013090483652256688,0.532795,0.562283,0.755,1.5100000000000002,0.0,3.02
81400,0.55105475,0.007957833472958191,0.54426,0.562555,0.75,1.5,0.0,3.0
81500,0.5587915000000001,0.01813362887933171,0.540587,0.583608,0.8025,1.605,0.0,3.21
81600,0.5475085,0.01702251905565094,0.522634,0.559055,0.7775,1.555,0.0,3.11
81700,0.5529580000000001,0.013154537442773645,0.535407,0.56723,0.8575,1.715,0.0,3.43
81800,0.56065325,0.014217119313817904,0.539364,0.568879,0.985,1.9699999999999998,0.0,3.94
81900,0.54764775,0.020363449632040915,0.529569,0.572677,0.7725,1.545,0.0,3.09
82000,0.55918025,0.02245727064709036,0.527093,0.577733,0.775,1.55,0.0,3.1
82100,0.5684797500000001,0.019036666276338047,0.545374,0.591897,0.8725,1.745,0.0,3.49
82200,0.54971975,0.021482517735358635,0.530514,0.580494,0.7675,1.5349999999999997,0.0,3.07
82300,0.55595125,0.017267680337845006,0.539537,0.578221,0.7325,1.4650000000000003,0.0,2.93
82400,0.5619602499999999,0.012117591960313997,0.54581,0.57504,0.8375,1.675,0.0,3.35
82500,0.5430505,0.007161144112500482,0.533179,0.550065,0.7,1.4,0.0,2.8
82600,0.5472592500000001,0.014263013715551156,0.5351,0.563069,0.76,1.5200000000000002,0.0,3.04
82700,0.56006625,0.012767653566076011,0.543256,0.57385,0.85,1.7,0.0,3.4
82800,0.544913,0.010257573494740362,0.536775,0.558639,0.7275,1.455,0.0,2.91
82900,0.55947325,0.025639999549856997,0.529512,0.592117,0.8275,1.655,0.0,3.31
83000,0.5659382500000001,0.026503162356908763,0.53755,0.600578,0.8225,1.645,0.0,3.29
83100,0.54360675,0.021883217883041473,0.516587,0.56716,0.72,1.44,0.0,2.88
83200,0.53810475,0.016964839705991913,0.525394,0.562755,0.83,1.66,0.0,3.32
83300,0.5523534999999999,0.022808213206357647,0.527394,0.57281,0.8625,1.7250000000000003,0.0,3.45
83400,0.5455185,0.027121831716657115,0.51062,0.57381,0.775,1.55,0.0,3.1
83500,0.54846025,0.015364015650755715,0.527845,0.560476,0.785,1.57,0.0,3.14
83600,0.5642115000000001,0.01661103955205695,0.548055,0.583566,0.8575,1.715,0.0,3.43
83700,0.5508585,0.02431850881530362,0.529289,0.576276,0.79,1.58,0.0,3.16
83800,0.5616875,0.023057277441189794,0.528263,0.57742,0.8,1.6000000000000003,0.0,3.2
83900,0.5678417499999999,0.027914729760170242,0.532658,0.59553,0.8625,1.7250000000000003,0.0,3.45
84000,0.5501575,0.012594170543019732,0.535452,0.561206,0.685,1.37,0.0,2.74
84100,0.5471802499999999,0.01553031831343668,0.526948,0.564758,0.7425,1.485,0.0,2.97
84200,0.55450925,0.021305775842479908,0.535968,0.579465,0.9175,1.835,0.0,3.67
84300,0.54162075,0.017794983494887937,0.525353,0.563891,0.71,1.42,0.0,2.84
84400,0.5426835,0.01686470820974976,0.528704,0.562994,0.7375,1.475,0.0,2.95
84500,0.56408975,0.01411373797345458,0.551167,0.577765,0.8725,1.745,0.0,3.49
84600,0.54421275,0.015626271732246295,0.525483,0.561103,0.755,1.5100000000000002,0.0,3.02
84700,0.55085425,0.015276586450622227,0.537642,0.565778,0.7625,1.5249999999999997,0.0,3.05
84800,0.5536992500000001,0.010150210125082763,0.540579,0.563101,0.8775,1.755,0.0,3.51
84900,0.5432815,0.014981002425294047,0.525576,0.558047,0.7275,1.455,0.0,2.91
85000,0.5504525,0.008709440912021867,0.539863,0.559543,0.7675,1.5349999999999997,0.0,3.07
85100,0.5559464999999999,0.02300702574577314,0.526353,0.578443,0.8775,1.755,0.0,3.51
85200,0.5397375,0.017432210521522135,0.515049,0.552737,0.7075,1.4149999999999998,0.0,2.83
85300,0.55296725,0.017567586276530236,0.532366,0.574098,0.7775,1.555,0.0,3.11
85400,0.5724605,0.01824649010083859,0.551985,0.596387,0.81,1.62,0.0,3.24
85500,0.55169875,0.01720217527669103,0.527492,0.567097,0.695,1.39,0.0,2.78
85600,0.5526605,0.018418363399969426,0.52917,0.56791,0.775,1.55,0.0,3.1
85700,0.5623790000000001,0.0244672954097233,0.536336,0.593095,0.8575,1.715,0.0,3.43
85800,0.54959125,0.020467661930876874,0.520415,0.564394,0.7575,1.515,0.0,3.03
85900,0.547763,0.016327828534948133,0.528532,0.563646,0.8,1.6000000000000003,0.0,3.2
86000,0.548971,0.022830661181840548,0.515539,0.565458,0.85,1.7,0.0,3.4
86100,0.5447985,0.01958598465740237,0.524114,0.565265,0.77,1.54,0.0,3.08
86200,0.55403425,0.01791323301128714,0.531388,0.573879,0.88,1.76,0.0,3.52
86300,0.5640937500000001,0.022894191728835195,0.536934,0.590742,0.985,1.9699999999999998,0.0,3.94
86400,0.5528465,0.022565406363133245,0.519384,0.568771,0.7575,1.515,0.0,3.03
86500,0.5599535,0.021748848881415924,0.528281,0.577099,0.755,1.5100000000000002,0.0,3.02
86600,0.5627275,0.02039375117529877,0.540177,0.584922,0.84,1.68,0.0,3.36
86700,0.5517479999999999,0.019849206079841076,0.528605,0.575966,0.7475,1.495,0.0,2.99
86800,0.55089525,0.022316415219519468,0.520041,0.571827,0.85,1.7,0.0,3.4
86900,0.5564985,0.024634533193601746,0.523451,0.576276,0.9,1.8000000000000003,0.0,3.6
87000,0.5460955,0.02821084365393326,0.510746,0.568906,0.7375,1.475,0.0,2.95
87100,0.5531867500000001,0.025269412872416845,0.517421,0.572187,0.79,1.58,0.0,3.16
87200,0.55529825,0.01825881006299885,0.528449,0.569239,0.88,1.76,0.0,3.52
87300,0.5408245,0.022952703725995643,0.513705,0.564594,0.785,1.57,0.0,3.14
87400,0.5498075,0.020411066695953585,0.52853,0.576804,0.8175,1.635,0.0,3.27
87500,0.56250325,0.02058178522180879,0.543293,0.58806,0.8475,1.6949999999999998,0.0,3.39
87600,0.54425275,0.01650827453884869,0.529317,0.560056,0.7275,1.455,0.0,2.91
87700,0.564519,0.028432752627911374,0.539735,0.590792,0.83,1.66,0.0,3.32
87800,0.5538155,0.02546058142174552,0.527079,0.576217,0.845,1.69,0.0,3.38
87900,0.5382067500000001,0.016826011537200373,0.523415,0.559349,0.7075,1.4149999999999998,0.0,2.83
88000,0.55558375,0.019715073089305698,0.527444,0.572854,0.78,1.5599999999999998,0.0,3.12
88100,0.564241,0.020859567125582137,0.544231,0.584565,0.8275,1.655,0.0,3.31
88200,0.54864625,0.020570128769245303,0.529118,0.577514,0.7025,1.405,0.0,2.81
88300,0.5511595,0.019876106401070247,0.530306,0.57741,0.76,1.5200000000000002,0.0,3.04
88400,0.5627055000000001,0.019869511493743358,0.544649,0.589874,0.88,1.76,0.0,3.52
88500,0.54160325,0.01525126788991656,0.527214,0.561399,0.7375,1.475,0.0,2.95
88600,0.559605,0.016029028313240535,0.545796,0.578368,0.79,1.58,0.0,3.16
88700,0.558681,0.02738703400029537,0.532735,0.594982,0.7525,1.5050000000000001,0.0,3.01
88800,0.55170075,0.025037141721517126,0.529319,0.576574,0.6975,1.395,0.0,2.79
88900,0.5600287500000001,0.027767979417247256,0.532354,0.591573,0.7925,1.5850000000000002,0.0,3.17
89000,0.5644600000000001,0.021779288341602587,0.535159,0.58318,0.905,1.8099999999999998,0.0,3.62
89100,0.55215775,0.023477925808086213,0.517798,0.56914,0.7275,1.455,0.0,2.91
89200,0.550381,0.018576215438027188,0.52342,0.563588,0.72,1.44,0.0,2.88
89300,0.5641010000000001,0.004794783067737956,0.560687,0.571083,0.8125,1.625,0.0,3.25
89400,0.557415,0.011226608511329958,0.548027,0.571707,0.7225,1.445,0.0,2.89
89500,0.56037575,0.0257652517340054,0.532751,0.589605,0.8225,1.645,0.0,3.29
89600,0.56527225,0.019711565917416747,0.544236,0.585359,0.8075,1.615,0.0,3.23
89700,0.5519095,0.018371377329966316,0.52788,0.567358,0.6775,1.3549999999999998,0.0,2.71
89800,0.5461075000000001,0.020322038685460012,0.520794,0.568661,0.68,1.3599999999999999,0.0,2.72
89900,0.559653,0.02070638408800533,0.536582,0.58694,0.76,1.5200000000000002,0.0,3.04
90000,0.5437985,0.015392974858681487,0.52743,0.563199,0.7075,1.4149999999999998,0.0,2.83
90100,0.541377,0.020305231493386144,0.524034,0.565875,0.76,1.5200000000000002,0.0,3.04
90200,0.55947375,0.024603041565017927,0.52967,0.589139,0.8,1.6000000000000003,0.0,3.2
90300,0.5411950000000001,0.019759129079997412,0.522198,0.55926,0.705,1.41,0.0,2.82
90400,0.5496844999999999,0.01862928476887935,0.532264,0.575707,0.785,1.57,0.0,3.14
90500,0.55253625,0.014041577128300039,0.53785,0.568332,0.8475,1.6949999999999998,0.0,3.39
90600,0.53796025,0.013977080176131241,0.521519,0.554969,0.705,1.41,0.0,2.82
90700,0.55452225,0.024151184172140842,0.532035,0.577426,0.78,1.5599999999999998,0.0,3.12
90800,0.55252,0.015309002362444533,0.534687,0.570641,0.84,1.68,0.0,3.36
90900,0.54010625,0.011706795672457356,0.526047,0.553358,0.735,1.47,0.0,2.94
91000,0.5476695,0.01262707446983137,0.530434,0.557544,0.7275,1.455,0.0,2.91
91100,0.5588597499999999,0.018511324774760626,0.54358,0.583433,0.8025,1.605,0.0,3.21
91200,0.55174525,0.015185157498360058,0.538527,0.570141,0.6925,1.385,0.0,2.77
91300,0.5621425,0.018581532597357696,0.540269,0.584275,0.8325,1.665,0.0,3.33
91400,0.5736425,0.021352674625598263,0.547391,0.598786,0.8925,1.785,0.0,3.57
91500,0.5512185000000001,0.01709620699648511,0.528984,0.570017,0.725,1.45,0.0,2.9
91600,0.56763125,0.01701315979616955,0.551752,0.590098,0.8275,1.655,0.0,3.31
91700,0.566352,0.011356386250329234,0.555792,0.580975,0.8725,1.745,0.0,3.49
91800,0.54556375,0.014240251270606167,0.52727,0.55922,0.72,1.44,0.0,2.88
91900,0.5503007499999999,0.013079403079524191,0.53653,0.566842,0.7675,1.5349999999999997,0.0,3.07
92000,0.5703685000000001,0.017104673990852127,0.55484,0.586095,0.8775,1.755,0.0,3.51
92100,0.56099925,0.01944555159713057,0.541248,0.579349,1.7349999999999999,2.0214433787107007,0.0,3.8
92200,0.5614325,0.011525435017097302,0.551245,0.57405,1.385,1.6275441622272495,0.0,3.14
92300,0.5679080000000001,0.018749059354182723,0.540266,0.57977,0.855,1.7100000000000002,0.0,3.42
92400,0.55118575,0.02195983954669676,0.522678,0.573881,0.725,1.45,0.0,2.9
92500,0.563372,0.019397040994268522,0.541591,0.583014,0.8175,1.635,0.0,3.27
92600,0.5715542499999999,0.019722227247025936,0.54618,0.589895,0.9425,1.885,0.0,3.77
92700,0.5449085,0.013152463609529597,0.528897,0.556616,0.7775,1.555,0.0,3.11
92800,0.553161,0.021337718700304736,0.523654,0.574631,0.82,1.64,0.0,3.28
92900,0.57065575,0.0169285275275199,0.555888,0.589896,0.91,1.8199999999999996,0.0,3.64
93000,0.5586742499999999,0.014732697747414304,0.539056,0.574749,0.755,1.5100000000000002,0.0,3.02
93100,0.5519585,0.01160278519724181,0.538338,0.562831,0.8025,1.605,0.0,3.21
93200,0.5589864999999999,0.022230586714404695,0.538668,0.578614,0.8725,1.745,0.0,3.49
93300,0.5474215,0.021877201352092566,0.525793,0.573584,0.8125,1.625,0.0,3.25
93400,0.54862625,0.017295440350470037,0.525469,0.562553,0.8375,1.675,0.0,3.35
93500,0.5672675,0.024115380603811094,0.533581,0.585173,0.865,1.7299999999999998,0.0,3.46
93600,0.5460145000000001,0.016035736455388205,0.535123,0.569167,0.69,1.38,0.0,2.76
93700,0.55121175,0.018037531175764256,0.53436,0.573903,0.82,1.64,0.0,3.28
93800,0.5662165,0.0195398365312166,0.541125,0.588803,0.8925,1.785,0.0,3.57
93900,0.544015,0.02334069609073385,0.520121,0.568429,0.755,1.5100000000000002,0.0,3.02
94000,0.5515682500000001,0.019558516327080305,0.524977,0.569609,0.775,1.55,0.0,3.1
94100,0.5663715,0.013130564382386611,0.553774,0.582946,0.83,1.66,0.0,3.32
94200,0.55000125,0.014250104663358326,0.536082,0.567561,0.7775,1.555,0.0,3.11
94300,0.555414,0.010831946208630623,0.545438,0.567466,0.8725,1.745,0.0,3.49
94400,0.5656755,0.012869267539374559,0.55808,0.584873,0.9125,1.825,0.0,3.65
94500,0.5508775,0.010571414585254589,0.53945,0.563418,0.8,1.6000000000000003,0.0,3.2
94600,0.55706725,0.014606052772167194,0.542142,0.573947,0.85,1.7,0.0,3.4
94700,0.56351425,0.013090353429784337,0.552434,0.579961,0.85,1.7,0.0,3.4
94800,0.5492257500000001,0.014356686139797946,0.536703,0.564708,0.7525,1.5050000000000001,0.0,3.01
94900,0.5552047499999999,0.011589595632146371,0.541007,0.566877,0.73,1.46,0.0,2.92
95000,0.5601925,0.012434854522671327,0.547455,0.576681,0.81,1.62,0.0,3.24
95100,0.54238875,0.01197553036751749,0.52754,0.555838,0.695,1.39,0.0,2.78
95200,0.541521,0.021849241359827572,0.509476,0.558328,0.7475,1.495,0.0,2.99
95300,0.556598,0.018743151193613812,0.539172,0.577235,0.8125,1.625,0.0,3.25
95400,0.542064,0.017013050069481003,0.524176,0.563841,0.735,1.47,0.0,2.94
95500,0.55606475,0.007017314651393835,0.545968,0.562025,0.7625,1.5249999999999997,0.0,3.05
95600,0.5531355,0.013373895829812127,0.544039,0.572558,0.7925,1.5850000000000002,0.0,3.17
95700,0.5454545,0.016387466887838372,0.521005,0.555635,0.6825,1.365,0.0,2.73
